15;0;7;15;1034;0;275;
15;0;31;15;927;0.000000;276;
15;0;31;15;928;0.000000;276;
15;0;31;15;1037;0;277;
15;0;7;15;1034;0;277;
15;0;31;15;512;0;3680726895;
15;0;31;15;512;0;3680726895;
15;0;31;15;572;102082.000000;15;
15;0;31;15;819;40.520000;15;
15;0;31;15;573;4294807040.000000;15;
15;0;31;15;820;40.439999;15;
15;0;31;15;572;102088.000000;35;
15;0;31;15;573;102137.000000;35;
15;0;31;15;572;102085.000000;55;
15;0;31;15;573;102137.000000;55;
15;0;31;15;572;102086.000000;75;
15;0;31;15;573;102140.000000;75;
15;0;31;15;572;102085.000000;95;
15;0;31;15;573;102138.000000;95;
15;0;31;15;572;102079.000000;115;
15;0;31;15;573;102133.000000;115;
15;0;31;15;572;102085.000000;135;
15;0;31;15;573;102134.000000;135;
15;0;31;15;572;102085.000000;155;
15;0;31;15;573;102137.000000;155;
15;0;31;15;572;102083.000000;175;
15;0;31;15;573;102129.000000;175;
15;0;31;15;572;102081.000000;195;
15;0;31;15;573;102139.000000;195;
15;0;31;15;572;102085.000000;215;
15;0;31;15;573;102136.000000;215;
15;0;31;15;572;102092.000000;235;
15;0;31;15;573;102137.000000;235;
15;0;31;15;572;102088.000000;255;
15;0;31;15;573;102135.000000;255;
15;0;31;15;572;102087.000000;275;
15;0;31;15;573;102133.000000;275;
15;0;31;15;572;102084.000000;295;
15;0;31;15;573;102141.000000;295;
15;0;31;15;572;102088.000000;315;
15;0;31;15;573;102138.000000;315;
15;0;31;15;572;102094.000000;335;
15;0;31;15;573;102133.000000;335;
15;0;31;15;572;102080.000000;355;
15;0;31;15;573;102140.000000;355;
15;0;31;15;572;102088.000000;375;
15;0;31;15;573;102139.000000;375;
15;0;31;15;572;102084.000000;395;
15;0;31;15;573;102136.000000;395;
15;0;31;15;572;102089.000000;415;
15;0;31;15;573;102143.000000;415;
15;0;31;15;572;102084.000000;435;
15;0;31;15;573;102135.000000;435;
15;0;31;15;572;102093.000000;455;
15;0;31;15;573;102141.000000;455;
15;0;31;15;572;102092.000000;475;
15;0;31;15;573;102144.000000;475;
15;0;31;15;572;102090.000000;495;
15;0;31;15;573;102141.000000;495;
15;0;31;15;572;102087.000000;515;
15;0;31;15;573;102145.000000;515;
15;0;31;15;572;102090.000000;535;
15;0;31;15;573;102138.000000;535;
